Gender,PromClass,Gender_code,PromSilver,PromTin,PromGold,Affl,Age,LTime,Spend,TargetBuy
F,Silver,1,1,0,0,5,23,4,2000,1
F,Silver,1,1,0,0,10,59,10,50,0
F,Silver,1,1,0,0,12,30,10,6.97,1
M,Tin,0,0,1,0,11,40,6,0.01,1
F,Tin,1,0,1,0,8,32,7,0.01,1
F,Gold,1,0,0,1,8,66,1,12053.35,0
M,Gold,0,0,0,1,7,55,2,6000,0
F,Tin,1,0,1,0,10,40,7,0.01,1
M,Tin,0,0,1,0,11,50,5,0.01,0
F,Silver,1,1,0,0,9,76,15,420,0
F,Gold,1,0,0,1,10,63,3,10000,0
F,Tin,1,0,1,0,8,44,4,0.01,0
F,Silver,1,1,0,0,12,51,6,5000,1
M,Gold,0,0,0,1,6,67,12,16486.99,0
F,Silver,1,1,0,0,12,27,7,50,1
F,Silver,1,1,0,0,13,52,8,0.02,0
F,Silver,1,1,0,0,9,47,5,1500,0
F,Gold,1,0,0,1,9,54,6,6000,0
F,Gold,1,0,0,1,12,57,3,9000,0
F,Silver,1,1,0,0,8,67,8,50,1
F,Silver,1,1,0,0,9,52,10,3500,0
F,Silver,1,1,0,0,11,52,7,3200,1
F,Tin,1,0,1,0,10,41,5,0.01,0
F,Gold,1,0,0,1,16,49,4,9600,1
F,Gold,1,0,0,1,10,52,1,6000,0
F,Silver,1,1,0,0,4,62,1,3000,0
F,Platinum,1,0,0,0,6,58,8,27000,0
F,Gold,1,0,0,1,11,52,9,11000,0
F,Tin,1,0,1,0,11,41,8,0.01,0
M,Silver,0,1,0,0,3,65,8,35.01,0
F,Tin,1,0,1,0,9,44,8,0.01,1
F,Tin,1,0,1,0,12,44,9,0.01,1
F,Silver,1,1,0,0,8,50,1,3000,1
F,Gold,1,0,0,1,11,55,1,6000,1
F,Silver,1,1,0,0,3,50,8,600,0
F,Silver,1,1,0,0,7,74,4,3000,0
M,Tin,0,0,1,0,13,50,4,0.01,0
F,Tin,1,0,1,0,7,27,4,0.01,1
F,Silver,1,1,0,0,7,67,8,1500,1
M,Gold,0,0,0,1,5,67,19,10937.6,0
F,Tin,1,0,1,0,10,37,6,0.01,1
F,Tin,1,0,1,0,8,53,5,0.01,1
F,Tin,1,0,1,0,7,32,5,0.01,1
M,Gold,0,0,0,1,11,71,15,16804.42,0
M,Gold,0,0,0,1,4,50,6,6000,0
F,Silver,1,1,0,0,12,67,15,3193.43,0
M,Tin,0,0,1,0,5,52,8,0.01,0
F,Silver,1,1,0,0,9,46,1,500,0
F,Tin,1,0,1,0,7,41,8,0.01,0
F,Gold,1,0,0,1,9,71,5,12088.69,0
F,Tin,1,0,1,0,8,60,4,0.01,0
F,Silver,1,1,0,0,9,55,1,3800,0
F,Tin,1,0,1,0,10,38,8,0.01,1
F,Tin,1,0,1,0,6,35,4,0.01,0
F,Platinum,1,0,0,0,11,68,3,20499.3,1
F,Silver,1,1,0,0,5,53,7,3053.35,0
M,Silver,0,1,0,0,6,33,5,1800,0
F,Silver,1,1,0,0,14,42,2,25,1
F,Gold,1,0,0,1,8,66,5,13000,0
F,Platinum,1,0,0,0,8,74,3,20657.81,0
M,Tin,0,0,1,0,6,63,4,0.01,0
M,Silver,0,1,0,0,11,59,4,1000,0
F,Silver,1,1,0,0,5,49,4,480,0
F,Silver,1,1,0,0,6,70,2,1000,0
F,Tin,1,0,1,0,6,57,5,0.01,0
F,Gold,1,0,0,1,8,44,3,6000,1
M,Tin,0,0,1,0,11,53,5,0.01,0
F,Gold,1,0,0,1,12,48,2,6000,1
F,Gold,1,0,0,1,6,64,2,12000,0
F,Tin,1,0,1,0,5,39,5,0.01,0
F,Silver,1,1,0,0,16,51,4,5000,1
F,Tin,1,0,1,0,12,35,8,0.01,1
M,Silver,0,1,0,0,5,59,3,2500,0
M,Silver,0,1,0,0,13,37,9,4200,0
M,Gold,0,0,0,1,3,67,8,7400,0
F,Silver,1,1,0,0,9,41,6,3000,0
M,Silver,0,1,0,0,10,55,5,5000,0
F,Silver,1,1,0,0,5,58,8,3000,0
F,Gold,1,0,0,1,9,59,7,6026.17,0
F,Silver,1,1,0,0,5,72,8,3000,0
F,Gold,1,0,0,1,6,66,3,19729.17,0
M,Gold,0,0,0,1,3,69,21,10053.35,0
F,Tin,1,0,1,0,10,60,5,0.01,0
M,Silver,0,1,0,0,7,36,4,1200,0
M,Silver,0,1,0,0,6,70,11,1314.6,0
F,Silver,1,1,0,0,10,76,13,2000,0
F,Silver,1,1,0,0,10,51,8,3000,0
F,Silver,1,1,0,0,6,27,3,4800,0
M,Silver,0,1,0,0,9,70,4,2000,0
F,Gold,1,0,0,1,10,72,2,6000,1
F,Silver,1,1,0,0,5,34,8,1000,0
M,Silver,0,1,0,0,4,58,3,3000,0
M,Silver,0,1,0,0,10,59,5,4000,0
M,Silver,0,1,0,0,5,56,5,4000,0
F,Tin,1,0,1,0,13,36,5,0.01,1
F,Silver,1,1,0,0,15,37,1,1000,1
F,Gold,1,0,0,1,6,57,1,6000,0
F,Gold,1,0,0,1,5,65,3,6000,0
F,Silver,1,1,0,0,8,45,1,4948.78,0
M,Silver,0,1,0,0,10,75,12,800,0
F,Gold,1,0,0,1,9,66,7,10000,0
F,Gold,1,0,0,1,8,70,3,6000,0
F,Tin,1,0,1,0,7,56,9,0.01,0
M,Platinum,0,0,0,0,5,47,16,36000,0
M,Silver,0,1,0,0,4,50,10,50,0
F,Silver,1,1,0,0,12,49,1,2185.73,1
M,Gold,0,0,0,1,12,70,22,6000,0
F,Silver,1,1,0,0,6,44,10,0.02,0
F,Gold,1,0,0,1,7,74,4,11739.19,0
M,Gold,0,0,0,1,8,77,2,6000,0
M,Silver,0,1,0,0,6,62,8,1200.01,0
F,Tin,1,0,1,0,11,33,7,0.01,1
M,Gold,0,0,0,1,6,72,5,6000,0
F,Gold,1,0,0,1,11,67,7,6053.35,0
F,Tin,1,0,1,0,8,35,7,0.01,0
F,Gold,1,0,0,1,12,71,15,11000.01,1
M,Tin,0,0,1,0,6,55,8,0.01,0
F,Tin,1,0,1,0,7,69,4,0.01,0
M,Silver,0,1,0,0,9,42,5,1000,1
F,Gold,1,0,0,1,8,48,2,12000,0
M,Silver,0,1,0,0,6,72,5,3000,0
M,Silver,0,1,0,0,7,54,9,2200.01,0
M,Gold,0,0,0,1,9,39,4,6953.35,0
F,Tin,1,0,1,0,9,38,5,0.01,1
F,Tin,1,0,1,0,8,37,4,0.01,0
F,Tin,1,0,1,0,5,44,5,0.01,0
M,Gold,0,0,0,1,11,56,2,6000,0
F,Gold,1,0,0,1,10,74,9,6000,0
F,Silver,1,1,0,0,13,51,4,600.01,0
F,Tin,1,0,1,0,10,61,5,0.01,1
M,Tin,0,0,1,0,6,43,4,0.01,0
M,Gold,0,0,0,1,11,52,1,12000,0
F,Gold,1,0,0,1,10,51,12,6053.35,0
M,Tin,0,0,1,0,4,43,5,0.01,0
F,Tin,1,0,1,0,6,53,9,0.01,0
M,Gold,0,0,0,1,13,76,8,10200,0
M,Gold,0,0,0,1,3,46,25,8000,0
F,Gold,1,0,0,1,9,49,3,7500,0
M,Gold,0,0,0,1,4,49,1,5800,0
F,Silver,1,1,0,0,11,63,14,3498.6,0
F,Gold,1,0,0,1,5,79,4,10000,0
F,Platinum,1,0,0,0,7,78,3,20678.29,0
M,Tin,0,0,1,0,6,59,4,0.01,0
F,Tin,1,0,1,0,13,48,8,0.01,1
M,Silver,0,1,0,0,8,30,5,2807.94,0
F,Silver,1,1,0,0,2,62,1,5000,1
M,Silver,0,1,0,0,4,52,10,1600,0
M,Gold,0,0,0,1,8,42,5,16000,0
M,Tin,0,0,1,0,2,49,8,0.01,0
F,Silver,1,1,0,0,7,63,1,100,0
F,Silver,1,1,0,0,4,54,9,1500,0
F,Silver,1,1,0,0,12,74,8,3000,0
M,Silver,0,1,0,0,14,76,1,840,0
M,Gold,0,0,0,1,5,66,17,6000,0
F,Gold,1,0,0,1,7,55,8,12900,0
M,Tin,0,0,1,0,6,53,5,0.01,0
F,Gold,1,0,0,1,14,69,7,6105.32,1
F,Tin,1,0,1,0,8,42,8,0.01,0
F,Silver,1,1,0,0,13,21,2,1000,1
F,Tin,1,0,1,0,13,58,6,0.01,1
F,Silver,1,1,0,0,9,35,1,2000,1
M,Silver,0,1,0,0,13,56,6,250,0
M,Tin,0,0,1,0,12,54,5,0.01,0
F,Silver,1,1,0,0,6,48,9,480.02,0
F,Gold,1,0,0,1,11,66,4,9600,1
F,Silver,1,1,0,0,7,35,7,3000,1
F,Gold,1,0,0,1,7,74,8,10884.25,0
M,Silver,0,1,0,0,9,54,2,400,0
M,Silver,0,1,0,0,31,35,8,300,1
F,Gold,1,0,0,1,12,62,4,6053.34,0
M,Silver,0,1,0,0,6,38,1,1100,1
M,Gold,0,0,0,1,8,47,6,6107.64,1
F,Gold,1,0,0,1,8,69,1,6000,0
M,Silver,0,1,0,0,10,54,3,3000,0
F,Silver,1,1,0,0,15,37,2,5000,1
F,Silver,1,1,0,0,8,53,5,2000,0
M,Gold,0,0,0,1,7,61,2,6000,0
F,Gold,1,0,0,1,7,58,9,6000,0
F,Silver,1,1,0,0,5,56,12,2212.96,0
F,Gold,1,0,0,1,9,77,8,12053.35,0
F,Silver,1,1,0,0,24,39,5,420,1
F,Silver,1,1,0,0,11,65,15,3000,0
F,Gold,1,0,0,1,6,70,4,10000,0
F,Gold,1,0,0,1,12,47,2,6000,0
M,Silver,0,1,0,0,14,60,2,4000,0
F,Gold,1,0,0,1,6,71,12,9000,0
M,Gold,0,0,0,1,11,74,8,9000,0
F,Gold,1,0,0,1,2,44,3,9000,0
F,Silver,1,1,0,0,9,59,5,1500,0
F,Silver,1,1,0,0,8,63,6,3000,0
F,Tin,1,0,1,0,5,44,4,0.01,0
F,Tin,1,0,1,0,16,42,4,0.01,1
F,Tin,1,0,1,0,5,62,8,0.01,0
M,Silver,0,1,0,0,6,52,5,3000,0
F,Silver,1,1,0,0,6,46,8,900,0
M,Silver,0,1,0,0,9,65,3,3000,0
F,Silver,1,1,0,0,7,49,1,3000,0
F,Tin,1,0,1,0,14,38,8,0.01,1
F,Silver,1,1,0,0,14,29,5,2000,1
F,Silver,1,1,0,0,9,53,4,4053.34,0
M,Tin,0,0,1,0,11,44,5,0.01,0
F,Silver,1,1,0,0,14,57,2,3000,0
F,Silver,1,1,0,0,5,45,14,3000,0
F,Gold,1,0,0,1,9,63,14,15000,1
M,Tin,0,0,1,0,14,36,8,0.01,1
M,Tin,0,0,1,0,9,44,10,0.01,0
F,Silver,1,1,0,0,14,31,4,1300,1
F,Silver,1,1,0,0,10,30,3,3360,1
F,Silver,1,1,0,0,9,63,12,1250,0
F,Tin,1,0,1,0,11,47,8,0.01,0
M,Silver,0,1,0,0,11,77,12,3000,0
M,Tin,0,0,1,0,6,58,7,0.01,0
F,Silver,1,1,0,0,10,40,1,2500,0
F,Silver,1,1,0,0,6,51,8,3700,0
F,Tin,1,0,1,0,5,39,5,0.01,1
F,Gold,1,0,0,1,13,41,1,6000,1
F,Gold,1,0,0,1,8,41,8,5700,0
M,Gold,0,0,0,1,11,75,5,10000,0
F,Gold,1,0,0,1,10,38,2,9000,1
M,Gold,0,0,0,1,12,54,1,6000,0
F,Tin,1,0,1,0,9,47,4,0.01,0
F,Silver,1,1,0,0,6,66,5,1000,0
F,Silver,1,1,0,0,11,47,5,4000,1
F,Gold,1,0,0,1,6,76,13,6000,0
F,Silver,1,1,0,0,3,49,9,1500,1
F,Silver,1,1,0,0,14,44,8,3000,1
M,Gold,0,0,0,1,5,59,18,11000,0
F,Silver,1,1,0,0,11,62,5,1000,0
F,Tin,1,0,1,0,12,49,7,0.01,0
F,Tin,1,0,1,0,2,46,5,0.01,0
F,Tin,1,0,1,0,9,41,9,0.01,1
F,Tin,1,0,1,0,5,35,4,0.01,0
F,Tin,1,0,1,0,12,53,11,0.01,1
F,Tin,1,0,1,0,14,35,7,0.01,1
F,Tin,1,0,1,0,10,49,4,0.01,1
M,Tin,0,0,1,0,8,47,5,0.01,0
M,Silver,0,1,0,0,1,55,2,3000,0
F,Platinum,1,0,0,0,14,69,6,31800,0
M,Gold,0,0,0,1,7,53,8,9000,0
F,Platinum,1,0,0,0,13,69,12,51875.2,0
F,Silver,1,1,0,0,4,74,8,1000.01,0
F,Gold,1,0,0,1,4,66,2,6000,0
F,Gold,1,0,0,1,11,46,1,6000,0
F,Silver,1,1,0,0,8,57,4,1500,0
F,Silver,1,1,0,0,12,38,4,5000,0
F,Silver,1,1,0,0,7,40,1,600,0
F,Tin,1,0,1,0,9,68,12,0.01,0
F,Platinum,1,0,0,0,5,69,16,25158.67,0
M,Tin,0,0,1,0,12,33,5,0.01,0
F,Silver,1,1,0,0,13,38,5,3000,0
F,Silver,1,1,0,0,6,45,4,1000,0
F,Tin,1,0,1,0,11,33,5,0.01,1
F,Silver,1,1,0,0,6,64,1,2000,0
F,Tin,1,0,1,0,11,34,4,0.01,1
F,Silver,1,1,0,0,6,50,1,250,0
F,Tin,1,0,1,0,13,53,5,0.01,1
F,Tin,1,0,1,0,11,36,5,0.01,1
F,Tin,1,0,1,0,11,39,8,0.01,1
M,Tin,0,0,1,0,10,51,4,0.01,0
F,Gold,1,0,0,1,11,60,9,9000,1
F,Gold,1,0,0,1,14,40,8,8070.2,1
F,Gold,1,0,0,1,11,36,5,6000,1
M,Gold,0,0,0,1,12,76,7,9026.67,0
F,Silver,1,1,0,0,9,61,18,5000,0
F,Silver,1,1,0,0,4,40,8,3050,0
F,Gold,1,0,0,1,14,58,3,5500,0
F,Tin,1,0,1,0,4,31,5,0.01,1
F,Tin,1,0,1,0,6,51,5,0.01,1
M,Tin,0,0,1,0,9,60,9,0.01,0
M,Tin,0,0,1,0,10,68,8,0.01,0
F,Tin,1,0,1,0,9,46,8,0.01,1
F,Silver,1,1,0,0,8,76,5,3000,0
F,Platinum,1,0,0,0,8,53,3,20362.39,0
F,Tin,1,0,1,0,15,55,4,0.01,0
F,Silver,1,1,0,0,13,69,12,2500,0
F,Tin,1,0,1,0,10,47,5,0.01,1
F,Silver,1,1,0,0,9,51,2,1000,0
M,Platinum,0,0,0,0,6,39,16,22000,0
M,Silver,0,1,0,0,8,58,1,3000,0
F,Silver,1,1,0,0,21,59,1,4000,1
M,Silver,0,1,0,0,6,28,8,720,0
F,Silver,1,1,0,0,5,58,6,5000,0
F,Silver,1,1,0,0,7,76,6,4000,0
F,Gold,1,0,0,1,12,55,1,6000,0
F,Silver,1,1,0,0,13,46,8,3000,1
M,Tin,0,0,1,0,4,29,4,0.01,0
M,Tin,0,0,1,0,5,47,8,0.01,0
F,Silver,1,1,0,0,7,39,11,120,0
F,Silver,1,1,0,0,7,50,8,3000,0
M,Gold,0,0,0,1,11,68,2,6000,0
F,Tin,1,0,1,0,6,55,8,0.01,1
F,Silver,1,1,0,0,10,75,16,4800,0
F,Gold,1,0,0,1,11,78,8,13800,0
F,Tin,1,0,1,0,20,48,4,0.01,1
F,Silver,1,1,0,0,10,69,12,3000,1
F,Tin,1,0,1,0,7,48,5,0.01,0
F,Gold,1,0,0,1,5,50,8,9000,0
F,Tin,1,0,1,0,5,47,8,0.01,0
F,Tin,1,0,1,0,13,36,5,0.01,1
F,Silver,1,1,0,0,15,78,5,2000,1
F,Gold,1,0,0,1,10,52,11,5044.06,0
F,Silver,1,1,0,0,10,56,9,600,0
F,Silver,1,1,0,0,15,31,1,100,1
F,Silver,1,1,0,0,8,57,9,500.01,0
M,Tin,0,0,1,0,9,50,8,0.01,0
F,Silver,1,1,0,0,9,56,4,2074,0
F,Silver,1,1,0,0,10,29,8,3000,1
F,Silver,1,1,0,0,11,62,8,2200,1
M,Tin,0,0,1,0,8,50,8,0.01,1
F,Gold,1,0,0,1,13,60,12,6000,1
F,Gold,1,0,0,1,6,79,21,12000,0
F,Tin,1,0,1,0,9,79,7,0.01,0
F,Gold,1,0,0,1,5,63,11,5549.04,0
M,Silver,0,1,0,0,10,42,4,3400,1
F,Silver,1,1,0,0,2,67,1,600,0
M,Silver,0,1,0,0,12,69,21,3000,0
F,Silver,1,1,0,0,9,30,11,750,0
F,Gold,1,0,0,1,10,51,1,15000,0
F,Silver,1,1,0,0,17,41,5,0.02,1
F,Tin,1,0,1,0,8,49,10,0.01,0
F,Silver,1,1,0,0,15,67,2,5000,1
M,Silver,0,1,0,0,7,62,16,3000,0
M,Silver,0,1,0,0,7,73,2,25,0
F,Tin,1,0,1,0,7,43,5,0.01,0
F,Gold,1,0,0,1,3,78,25,6105.32,0
F,Silver,1,1,0,0,7,69,21,3000,0
M,Gold,0,0,0,1,11,76,8,17870.84,0
F,Silver,1,1,0,0,3,61,9,500,0
M,Gold,0,0,0,1,12,63,10,9000,0
F,Gold,1,0,0,1,3,68,8,12000,1
F,Silver,1,1,0,0,7,62,10,76.9,0
M,Silver,0,1,0,0,10,48,1,480,0
F,Silver,1,1,0,0,8,51,6,1000,0
M,Gold,0,0,0,1,8,51,4,6000,0
F,Gold,1,0,0,1,12,65,10,6000,0
F,Platinum,1,0,0,0,6,63,3,20504.65,1
F,Tin,1,0,1,0,10,46,4,0.01,0
F,Gold,1,0,0,1,10,69,11,6000,0
F,Tin,1,0,1,0,6,34,5,0.01,0
F,Silver,1,1,0,0,4,63,6,1000,0
F,Tin,1,0,1,0,10,54,4,0.01,0
F,Silver,1,1,0,0,6,65,8,3500,0
F,Gold,1,0,0,1,8,63,6,6053.82,0
F,Gold,1,0,0,1,9,71,3,10000,0
M,Tin,0,0,1,0,9,65,8,0.01,0
F,Platinum,1,0,0,0,8,75,13,33500,0
M,Silver,0,1,0,0,8,41,4,1000.01,0
M,Platinum,0,0,0,0,5,64,1,34000,0
F,Tin,1,0,1,0,9,52,4,0.01,0
F,Gold,1,0,0,1,9,61,4,10050,0
F,Silver,1,1,0,0,8,65,4,3000,0
F,Silver,1,1,0,0,9,48,5,600,0
F,Tin,1,0,1,0,11,65,6,0.01,0
F,Tin,1,0,1,0,10,52,8,0.01,0
F,Silver,1,1,0,0,8,68,19,3008.77,0
F,Silver,1,1,0,0,12,31,9,2660,1
F,Silver,1,1,0,0,9,55,5,1200,1
M,Tin,0,0,1,0,13,38,8,0.01,1
M,Silver,0,1,0,0,8,44,4,2000,1
M,Silver,0,1,0,0,7,47,9,5000,0
F,Silver,1,1,0,0,5,36,7,50,1
F,Silver,1,1,0,0,5,77,4,5000,0
M,Gold,0,0,0,1,13,60,2,6000,1
F,Silver,1,1,0,0,6,65,4,5000,0
M,Tin,0,0,1,0,2,60,5,0.01,0
F,Silver,1,1,0,0,12,69,5,1500,0
F,Gold,1,0,0,1,10,74,2,6000,1
M,Gold,0,0,0,1,11,62,5,10000,0
M,Tin,0,0,1,0,4,48,8,0.01,0
F,Gold,1,0,0,1,3,36,3,6053.34,0
F,Tin,1,0,1,0,10,57,5,0.01,1
F,Silver,1,1,0,0,11,62,4,5000,0
M,Gold,0,0,0,1,10,63,9,10884.25,0
M,Gold,0,0,0,1,10,44,2,12000,0
F,Gold,1,0,0,1,8,71,1,6000,0
F,Silver,1,1,0,0,8,53,9,1500,0
F,Gold,1,0,0,1,7,64,5,6000,0
F,Platinum,1,0,0,0,16,76,9,20664.94,1
F,Tin,1,0,1,0,12,49,5,0.01,0
F,Gold,1,0,0,1,10,71,6,16000,0
F,Gold,1,0,0,1,12,79,2,6000,0
M,Tin,0,0,1,0,12,40,8,0.01,0
F,Gold,1,0,0,1,8,69,2,6000,1
F,Gold,1,0,0,1,16,61,3,19330.72,1
F,Tin,1,0,1,0,5,37,4,0.01,0
F,Tin,1,0,1,0,10,44,4,0.01,1
M,Gold,0,0,0,1,3,61,2,6000,0
F,Silver,1,1,0,0,11,58,1,600,0
M,Tin,0,0,1,0,8,37,4,0.01,0
F,Silver,1,1,0,0,3,77,19,3000,0
F,Silver,1,1,0,0,9,32,4,54.84,1
F,Silver,1,1,0,0,5,44,7,4000,0
F,Gold,1,0,0,1,19,47,8,9200,1
M,Gold,0,0,0,1,14,50,1,6000,0
F,Tin,1,0,1,0,21,41,4,0.01,1
F,Silver,1,1,0,0,9,58,7,1200.01,0
F,Gold,1,0,0,1,10,65,31,8000.01,0
M,Silver,0,1,0,0,11,48,9,3000,0
F,Tin,1,0,1,0,8,52,5,0.01,0
M,Gold,0,0,0,1,11,73,12,6000,1
F,Tin,1,0,1,0,6,53,10,0.01,1
F,Tin,1,0,1,0,15,37,8,0.01,1
F,Silver,1,1,0,0,7,47,5,1500,0
F,Gold,1,0,0,1,6,76,16,6500,0
F,Tin,1,0,1,0,12,41,9,0.01,1
F,Tin,1,0,1,0,10,35,4,0.01,0
M,Tin,0,0,1,0,22,47,5,0.01,1
F,Silver,1,1,0,0,6,75,31,1500,0
F,Gold,1,0,0,1,14,63,3,18000,1
M,Tin,0,0,1,0,9,52,8,0.01,0
F,Tin,1,0,1,0,5,38,6,0.01,0
M,Silver,0,1,0,0,8,58,9,1000,1
F,Tin,1,0,1,0,12,39,6,0.01,1
F,Silver,1,1,0,0,10,71,11,3000,0
M,Tin,0,0,1,0,11,44,4,0.01,1
F,Silver,1,1,0,0,11,40,9,0.02,0
F,Silver,1,1,0,0,5,67,13,2500,0
F,Silver,1,1,0,0,11,50,8,70.02,0
F,Silver,1,1,0,0,4,35,8,3000,1
M,Silver,0,1,0,0,9,57,3,3000,0
F,Silver,1,1,0,0,8,74,9,600,0
M,Silver,0,1,0,0,12,65,5,1500,0
F,Silver,1,1,0,0,7,68,5,2000,0
F,Gold,1,0,0,1,9,38,1,6000,0
F,Tin,1,0,1,0,7,37,5,0.01,0
F,Gold,1,0,0,1,4,78,5,6000,0
M,Tin,0,0,1,0,3,67,11,0.01,0
F,Gold,1,0,0,1,5,55,4,5044.45,0
F,Gold,1,0,0,1,5,54,1,12000,0
F,Gold,1,0,0,1,11,63,3,12000,0
F,Tin,1,0,1,0,4,48,5,0.01,0
F,Silver,1,1,0,0,11,69,13,1000,0
M,Gold,0,0,0,1,12,59,4,6000,0
F,Silver,1,1,0,0,7,53,1,100,1
F,Gold,1,0,0,1,6,66,5,10000,0
F,Gold,1,0,0,1,6,73,14,7500,0
F,Silver,1,1,0,0,5,52,7,4000,0
F,Gold,1,0,0,1,10,78,6,9000,0
F,Silver,1,1,0,0,9,49,1,2000,1
F,Gold,1,0,0,1,11,53,5,6000,1
F,Silver,1,1,0,0,6,55,1,3000,1
F,Silver,1,1,0,0,7,77,29,1000,1
F,Gold,1,0,0,1,6,64,7,6000,0
F,Gold,1,0,0,1,6,55,11,5500,1
F,Tin,1,0,1,0,9,35,4,0.01,1
F,Silver,1,1,0,0,16,55,9,3000,1
F,Tin,1,0,1,0,6,57,8,0.01,0
F,Silver,1,1,0,0,7,78,4,4000,1
F,Gold,1,0,0,1,5,50,5,14000,0
M,Tin,0,0,1,0,7,47,7,0.01,0
F,Gold,1,0,0,1,8,66,1,6000,1
F,Tin,1,0,1,0,8,34,7,0.01,0
M,Gold,0,0,0,1,9,49,6,6000,0
M,Gold,0,0,0,1,9,62,7,20000,0
F,Tin,1,0,1,0,10,44,9,0.01,1
F,Tin,1,0,1,0,7,55,4,0.01,1
M,Silver,0,1,0,0,9,60,5,4000,0
M,Silver,0,1,0,0,12,54,9,420,0
F,Tin,1,0,1,0,2,52,9,0.01,0
F,Gold,1,0,0,1,7,71,7,6053.35,0
F,Platinum,1,0,0,0,9,71,3,20678.29,0
F,Gold,1,0,0,1,10,74,17,6000,1
F,Gold,1,0,0,1,12,54,6,18106.69,1
F,Tin,1,0,1,0,8,73,7,0.01,0
M,Silver,0,1,0,0,13,29,1,600,1
F,Silver,1,1,0,0,8,37,1,600,1
F,Gold,1,0,0,1,12,60,9,10007.67,1
F,Tin,1,0,1,0,11,28,5,0.01,1
M,Silver,0,1,0,0,5,49,5,1500,0
M,Silver,0,1,0,0,5,58,5,1000,0
F,Gold,1,0,0,1,9,36,1,6000,1
F,Gold,1,0,0,1,3,55,9,11540,0
F,Gold,1,0,0,1,10,66,2,6000,0
F,Gold,1,0,0,1,10,75,15,12000,0
F,Silver,1,1,0,0,4,63,4,3000,0
F,Gold,1,0,0,1,9,56,2,6000,0
F,Gold,1,0,0,1,11,59,4,6000,0
F,Platinum,1,0,0,0,3,50,8,22600,0
M,Silver,0,1,0,0,15,38,10,50,1
F,Silver,1,1,0,0,6,79,28,1000,0
F,Tin,1,0,1,0,12,42,6,0.01,0
M,Tin,0,0,1,0,7,47,5,0.01,0
F,Tin,1,0,1,0,4,54,9,0.01,0
F,Gold,1,0,0,1,10,62,3,6000,0
F,Tin,1,0,1,0,8,65,4,0.01,1
M,Gold,0,0,0,1,9,72,13,19400,0
F,Platinum,1,0,0,0,7,74,3,20066.9,0
M,Tin,0,0,1,0,8,41,5,0.01,0
F,Tin,1,0,1,0,7,52,5,0.01,0
F,Silver,1,1,0,0,12,46,4,3000,0
F,Silver,1,1,0,0,6,58,9,500,0
F,Gold,1,0,0,1,6,52,8,6105.32,1
F,Gold,1,0,0,1,14,54,2,6000,0
F,Silver,1,1,0,0,5,73,6,3000,0
F,Silver,1,1,0,0,9,36,1,3524.13,0
F,Silver,1,1,0,0,6,50,5,2200,0
F,Tin,1,0,1,0,6,27,5,0.01,1
F,Gold,1,0,0,1,5,44,1,10000,1
M,Silver,0,1,0,0,10,56,13,1332.17,0
M,Tin,0,0,1,0,18,57,5,0.01,1
F,Silver,1,1,0,0,4,73,11,120,0
F,Gold,1,0,0,1,5,64,23,12000,0
M,Silver,0,1,0,0,9,78,3,1000,0
M,Gold,0,0,0,1,8,66,6,6053.35,0
F,Platinum,1,0,0,0,4,70,3,25180.77,0
F,Tin,1,0,1,0,3,40,5,0.01,0
M,Silver,0,1,0,0,4,74,13,1500,0
F,Silver,1,1,0,0,7,39,7,2600.01,1
F,Tin,1,0,1,0,19,26,5,0.01,1
F,Silver,1,1,0,0,15,46,2,215,0
M,Silver,0,1,0,0,12,60,11,840,0
F,Silver,1,1,0,0,14,76,18,1000,0
F,Gold,1,0,0,1,8,42,1,6000,1
M,Tin,0,0,1,0,6,56,15,0.01,0
M,Silver,0,1,0,0,8,76,22,3200,0
F,Gold,1,0,0,1,12,27,2,5500,1
F,Gold,1,0,0,1,10,68,25,6000,0
F,Gold,1,0,0,1,9,56,2,12000,0
F,Gold,1,0,0,1,6,53,5,6000,0
M,Gold,0,0,0,1,9,57,6,6000,0
M,Silver,0,1,0,0,15,76,8,3000,0
F,Tin,1,0,1,0,7,66,5,0.01,1
M,Gold,0,0,0,1,8,65,2,6000,0
F,Tin,1,0,1,0,7,44,5,0.01,0
M,Silver,0,1,0,0,8,53,3,3000,0
M,Gold,0,0,0,1,9,67,5,8000,0
F,Gold,1,0,0,1,13,72,2,6000,0
M,Tin,0,0,1,0,11,29,4,0.01,0
F,Gold,1,0,0,1,5,47,1,8405,0
F,Silver,1,1,0,0,5,22,3,278.78,0
M,Tin,0,0,1,0,6,39,7,0.01,1
F,Silver,1,1,0,0,9,39,5,1000,0
F,Tin,1,0,1,0,12,40,4,0.01,0
F,Silver,1,1,0,0,16,42,10,50,1
F,Tin,1,0,1,0,6,47,4,0.01,0
M,Gold,0,0,0,1,7,67,8,7910.92,0
F,Silver,1,1,0,0,4,48,8,4000,0
F,Gold,1,0,0,1,7,48,18,15500,0
F,Gold,1,0,0,1,4,56,6,6107.64,0
M,Platinum,0,0,0,0,7,40,7,22200,1
F,Gold,1,0,0,1,11,78,1,6000,1
M,Tin,0,0,1,0,3,46,5,0.01,0
M,Silver,0,1,0,0,16,34,12,1000,1
F,Silver,1,1,0,0,2,51,11,3600,0
F,Gold,1,0,0,1,10,50,2,6000,0
F,Tin,1,0,1,0,12,36,5,0.01,1
